Date,Research Firm,Action,From,To,Ticker
2003-01-31,DA Davidson,Upgrade,Underperform,Neutral,BA
2002-10-17,Deutsche Securities,Downgrade,Buy,Hold,BA
2002-07-16,Morgan Stanley,Upgrade,Underweight,Overweight,BA
2002-07-16,Deutsche Securities,Upgrade,Mkt Perform,Buy,BA
2002-04-29,Merrill Lynch,Upgrade,NT Buy,NT Strong Buy,BA
2002-02-19,CSFB,Downgrade,Strong Buy,Buy,BA
2002-02-15,Wells Fargo Sec,Downgrade,Strong Buy,Buy,BA
2001-11-30,SG Cowen,Downgrade,Buy,Neutral,BA
2001-09-18,SG Cowen,Downgrade,Strong Buy,Buy,BA
2001-09-11,WF Van Kasper,Upgrade,Buy,Strong Buy,BA
2001-09-07,Morgan Stanley,Downgrade,Outperform,Neutral,BA
2001-06-22,First Union Sec,Downgrade,Buy,Mkt Perform,BA
2001-06-22,Banc of America Sec,Downgrade,Buy,Mkt Perform,BA
2001-06-08,DA Davidson,Downgrade,Buy,Outperform,BA
2001-05-23,Prudential,Downgrade,Accumulate,Hold,BA
2001-03-19,Lehman Brothers,Upgrade,Mkt Perform,Buy,BA
2001-03-13,JP Morgan,Initiated,,Mkt Perform,BA
2001-03-13,Goldman Sachs,Upgrade,Mkt Perform,Recomm List,BA
2001-02-28,Banc of America Sec,Initiated,,Buy,BA
2001-01-18,Deutsche Bc Alex. Br,Downgrade,Buy,Mkt Perform,BA
2001-01-04,CSFB,Upgrade,Buy,Strong Buy,BA
2001-01-02,First Union Sec,Downgrade,Strong Buy,Buy,BA
2000-11-06,Mrgn Stnly Dn Wttr,Downgrade,Strong Buy,Outperform,BA
2000-10-02,Lehman Brothers,Downgrade,Outperform,Neutral,BA
2000-09-27,Prudential,Upgrade,Hold,Accumulate,BA
2000-09-07,Deutsche Bc Alex. Br,Downgrade,Strong Buy,Buy,BA
2000-08-16,Prudential,Downgrade,Accumulate,Hold,BA
2000-07-20,DLJ,Upgrade,Market Perform,Buy,BA
2000-04-20,Wasserstein Perella,Upgrade,Buy,Strong Buy,BA
2000-04-19,Mrgn Stnly Dn Wttr,Upgrade,Outperform,Strong Buy,BA
2000-03-17,SG Cowen,Upgrade,Buy,Strong Buy,BA
2000-01-20,Prudential,Upgrade,Hold,Accumulate,BA
1999-12-23,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,BA
1999-12-22,SG Cowen,Upgrade,Neutral,Buy,BA
1999-12-01,Mrgn Stnly Dn Wttr,Initiated,,Neutral,BA
1999-10-15,Wasserstein Perella,Upgrade,Hold,Buy,BA
1999-10-15,Merrill Lynch,Upgrade,NT Neutral,NT Accum,BA
1999-10-15,Lehman Brothers,Upgrade,Neutral,Outperform,BA
1999-10-15,CSFB,Upgrade,Hold,Buy,BA
1999-09-28,DLJ,Initiated,,Market Perform,BA
1999-07-16,CSFB,Initiated,,Hold,BA
1999-07-16,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Buy,BA
1999-05-19,Dain Rauscher,Upgrade,Buy,Strong Buy,BA
1999-04-20,Dain Rauscher,Initiated,,Buy,BA
1999-02-09,BT Alex. Brown,Initiated,,Mkt Perform,BA
1999-02-03,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,BA
1998-12-02,Lehman Bros,Downgrade,Buy,Neutral,BA
1998-12-02,ING Brng Frmn Selz,Downgrade,Strong Buy,Hold,BA
1998-12-02,AG Edwards,Downgrade,Maintain,Reduce,BA
1998-12-02,PaineWebber,Downgrade,Attractive,Neutral,BA
1998-12-02,Prudential,Downgrade,Accumulate,Hold,BA
1998-12-02,Salomon Smth Brny,Downgrade,Buy,Neutral,BA
1998-12-02,SG Cowen & Co,Downgrade,Buy,Neutral,BA
1998-12-02,Warburg Dlln Rd,Downgrade,Buy,Hold,BA
1998-12-02,Gruntal & Co,Downgrade,Buy,Hold,BA
1998-11-24,Gruntal & Co,Downgrade,Strong Buy,Buy,BA
1998-09-01,PaineWebber,Upgrade,Neutral,Attractive,BA
1998-08-18,CIBC Oppenheimer,Initiated,,Hold,BA
1998-05-28,AG Edwards,Downgrade,Accumulate,Maintain,BA
1998-05-28,Gruntal & Co,Upgrade,Buy,Strong Buy,BA
1998-04-20,PaineWebber,Downgrade,Attractive,Neutral,BA
1998-03-24,Gruntal & Co,Downgrade,Strong Buy,Buy,BA
2015-02-03,Argus,Downgrade,Buy,Hold,CAT
2014-11-21,Stifel,Initiated,,Buy,CAT
2014-07-30,Tigress Financial,Upgrade,Underperform,Neutral,CAT
2014-03-04,Standpoint Research,Downgrade,Buy,Hold,CAT
2014-02-20,Deutsche Bank,Initiated,,Buy,CAT
2013-09-18,Robert W. Baird,Downgrade,Outperform,Neutral,CAT
2013-03-20,Standpoint Research,Initiated,,Buy,CAT
2012-10-11,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,CAT
2012-07-18,Longbow,Downgrade,Buy,Neutral,CAT
2012-04-16,Longbow,Upgrade,Neutral,Buy,CAT
2011-09-28,Barclays Capital,Initiated,,Overweight,CAT
2010-06-16,Jefferies,Initiated,,Buy,CAT
2010-04-12,Robert W. Baird,Upgrade,Neutral,Outperform,CAT
2010-03-23,Avondale,Initiated,,Mkt Outperform,CAT
2010-01-28,UBS,Upgrade,Sell,Neutral,CAT
2009-10-21,Stifel Nicolaus,Downgrade,Hold,Sell,CAT
2009-10-19,RBC Capital Mkts,Initiated,,Outperform,CAT
2009-09-25,Credit Suisse,Upgrade,Neutral,Outperform,CAT
2009-06-26,Citigroup,Initiated,,Hold,CAT
2009-05-08,Stifel Nicolaus,Downgrade,Buy,Hold,CAT
2009-04-22,JP Morgan,Upgrade,Neutral,Overweight,CAT
2009-04-16,Sterne Agee,Downgrade,Neutral,Sell,CAT
2009-02-06,Barclays Capital,Initiated,,Equal Weight,CAT
2009-01-28,Wall Street Access,Downgrade,Buy,Hold,CAT
2009-01-27,UBS,Upgrade,Sell,Neutral,CAT
2008-10-20,Banc of America Sec,Downgrade,Buy,Neutral,CAT
2008-07-23,JP Morgan,Downgrade,Overweight,Neutral,CAT
2008-06-05,UBS,Downgrade,Neutral,Sell,CAT
2008-04-21,Credit Suisse,Downgrade,Outperform,Neutral,CAT
2008-04-21,Wachovia,Downgrade,Outperform,Mkt Perform,CAT
2008-04-21,Longbow,Downgrade,Buy,Neutral,CAT
2008-03-26,Sterne Agee,Initiated,,Hold,CAT
2008-01-28,Bear Stearns,Upgrade,Peer Perform,Outperform,CAT
2008-01-11,Stifel Nicolaus,Upgrade,Hold,Buy,CAT
2007-11-19,UBS,Upgrade,Sell,Neutral,CAT
2007-07-03,UBS,Downgrade,Neutral,Reduce,CAT
2007-05-17,Stifel Nicolaus,Downgrade,Buy,Hold,CAT
2007-04-18,Wachovia,Upgrade,Mkt Perform,Outperform,CAT
2007-02-09,Goldman Sachs,Initiated,,Neutral,CAT
2007-01-26,JP Morgan,Initiated,,Underweight,CAT
2006-09-20,Prudential,Initiated,,Overweight,CAT
2006-09-15,Wachovia,Initiated,,Mkt Perform,CAT
2006-06-07,Banc of America Sec,Initiated,,Buy,CAT
2006-04-25,Robert W. Baird,Downgrade,Outperform,Neutral,CAT
2006-03-29,UBS,Downgrade,Buy,Neutral,CAT
2006-01-17,Lehman Brothers,Downgrade,Overweight,Equal-weight,CAT
2006-01-17,Citigroup,Upgrade,Hold,Buy,CAT
2005-09-26,Citigroup,Downgrade,Buy,Hold,CAT
2005-06-08,Prudential,Upgrade,Neutral,Overweight,CAT
2005-06-03,Longbow,Initiated,,Buy,CAT
2005-04-21,Bear Stearns,Downgrade,Outperform,Peer Perform,CAT
2005-03-14,Legg Mason,Downgrade,Buy,Hold,CAT
2004-11-04,Bear Stearns,Upgrade,Peer Perform,Outperform,CAT
2004-11-03,Lehman Brothers,Upgrade,Equal-weight,Overweight,CAT
2004-10-22,Legg Mason,Upgrade,Hold,Buy,CAT
2004-08-24,Goldman Sachs,Upgrade,In-Line,Outperform,CAT
2004-08-04,UBS,Upgrade,Neutral,Buy,CAT
2004-05-24,Merrill Lynch,Upgrade,Neutral,Buy,CAT
2004-03-08,Prudential,Upgrade,Underweight,Neutral,CAT
2004-02-06,Deutsche Securities,Initiated,,Buy,CAT
2004-01-28,Bear Stearns,Downgrade,Outperform,Peer Perform,CAT
2003-12-05,Smith Barney Citigroup,Upgrade,Hold,Buy,CAT
2003-10-17,AG Edwards,Upgrade,Hold,Buy,CAT
2003-08-25,Legg Mason,Downgrade,Buy,Hold,CAT
2003-06-03,Bear Stearns,Initiated,,Outperform,CAT
2003-04-17,UBS Warburg,Downgrade,Buy,Neutral,CAT
2003-02-19,UBS Warburg,Upgrade,Neutral,Buy,CAT
2002-10-17,Goldman Sachs,Downgrade,Mkt Outperform,Mkt Perform,CAT
2002-09-17,Banc of America Sec,Initiated,,Buy,CAT
2002-07-16,AG Edwards,Downgrade,Strong Buy,Hold,CAT
2002-07-16,Lehman Brothers,Upgrade,Mkt Perform,Buy,CAT
2002-07-12,CIBC Wrld Mkts,Initiated,,Hold,CAT
2002-04-12,Legg Mason,Upgrade,Mkt Perform,Buy,CAT
2002-04-03,JP Morgan,Downgrade,Buy,LT Buy,CAT
2002-03-18,Bear Stearns,Downgrade,Buy,Attractive,CAT
2002-02-28,AG Edwards,Downgrade,Buy,Hold,CAT
2001-12-10,Legg Mason,Downgrade,Strong Buy,Mkt Perform,CAT
2001-12-10,Goldman Sachs,Upgrade,Mkt Perform,Mkt Outperform,CAT
2001-10-17,AG Edwards,Downgrade,Strong Buy,Buy,CAT
2001-10-17,Deutsche Bc Alex. Br,Upgrade,Buy,Strong Buy,CAT
2001-10-10,Prudential,Downgrade,Buy,Hold,CAT
2001-10-05,Merrill Lynch,Upgrade,NT Accum/LT Buy,NT Buy/LT Buy,CAT
2001-09-26,UBS Warburg,Downgrade,Buy,Hold,CAT
2001-09-24,Bear Stearns,Upgrade,Attractive,Buy,CAT
2001-09-17,Legg Mason,Upgrade,Mkt Perform,Strong Buy,CAT
2001-06-28,Prudential,Initiated,,Buy,CAT
2001-06-08,Deutsche Bc Alex. Br,Initiated,,Buy,CAT
2001-06-01,Robert W. Baird,Initiated,,Mkt Outperform,CAT
2001-05-24,ABN AMRO,Downgrade,Add,Hold,CAT
2001-05-21,Legg Mason,Downgrade,Strong Buy,Mkt Perform,CAT
2001-04-19,Dresdner Klnwrt Wass,Upgrade,Add,Buy,CAT
2001-03-07,Legg Mason,Upgrade,Buy,Strong Buy,CAT
2001-03-06,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,CAT
2001-02-20,Bear Stearns,Downgrade,Buy,Attractive,CAT
2001-01-25,UBS Warburg,Upgrade,Hold,Buy,CAT
2001-01-19,ABN AMRO,Downgrade,Buy,Add,CAT
2001-01-03,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,CAT
2000-12-19,Bear Stearns,Upgrade,Neutral,Buy,CAT
2000-12-18,Goldman Sachs,Downgrade,Mkt Outperform,Mkt Perform,CAT
2000-10-26,Salomon Smth Brny,Initiated,,Neutral,CAT
2000-10-03,ING Barings,Downgrade,Strong Buy,Buy,CAT
2000-10-02,PaineWebber,Downgrade,Attractive,Neutral,CAT
2000-07-18,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,CAT
2000-07-05,Goldman Sachs,Downgrade,Recommended List,Market Outperform,CAT
2000-05-09,ABN AMRO,Upgrade,Hold,Buy,CAT
2000-04-19,Salomon Smth Brny,Downgrade,Buy,Neutral,CAT
2000-03-14,Merrill Lynch,Upgrade,NT Accum,NT Buy,CAT
2000-03-06,JP Morgan,Upgrade,Mkt Perform,Buy,CAT
2000-01-10,Deutsche Bc Alex. Br,Upgrade,Mkt Perform,Buy,CAT
2000-01-06,PaineWebber,Upgrade,Neutral,Attractive,CAT
2000-01-03,ING Barings,Upgrade,Hold,Strong Buy,CAT
1999-12-22,AG Edwards,Upgrade,Maintain Position,Buy,CAT
1999-12-21,Lehman Brothers,Downgrade,Buy,Neutral,CAT
1999-12-10,Merrill Lynch,Upgrade,NT Neutral,NT Accum,CAT
1999-12-03,Dresdner Klnwrt Bnsn,Downgrade,Buy,Add,CAT
1999-12-02,DLJ,Initiated,,Buy,CAT
1999-11-19,Merrill Lynch,Downgrade,NT Accum,NT Neutral,CAT
1999-08-12,Goldman Sachs,Upgrade,Market Perform,Recommended List,CAT
1999-07-09,Deutsche Bc Alex. Br,Initiated,,Mkt Perform,CAT
1999-06-16,Lehman Bros,Initiated,,Buy,CAT
1999-04-12,Merrill Lynch,Upgrade,NT Neutral,NT Accumulate,CAT
1999-03-17,Salomon Smth Brny,Upgrade,Neutral,Buy,CAT
1999-03-15,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,CAT
1999-03-15,AG Edwards,Downgrade,Accumulate,Maintain,CAT
1999-02-09,Mrgn Stnly Dn Wttr,Upgrade,Neutral,Outperform,CAT
1998-12-22,Bear Stearns,Initiated,,Neutral,CAT
1998-12-16,AG Edwards,Downgrade,Buy,Accumulate,CAT
1998-10-19,Mrgn Stnly Dn Wttr,Downgrade,Outperform,Neutral,CAT
1998-09-11,Merrill Lynch,Downgrade,NT Accumulate,NT Neutral,CAT
1998-04-16,CS First Boston,Upgrade,Hold,Buy,CAT
2014-04-22,Standpoint Research,Downgrade,Buy,Hold,CSCO
2014-04-08,Wunderlich,Downgrade,Buy,Hold,CSCO
2014-04-04,Northland Capital,Initiated,,Outperform,CSCO
2014-03-18,Barclays,Downgrade,Overweight,Equal Weight,CSCO
2013-11-14,Deutsche Bank,Downgrade,Buy,Hold,CSCO
2013-11-14,Standpoint Research,Upgrade,Hold,Buy,CSCO
2013-10-16,MKM Partners,Downgrade,Buy,Neutral,CSCO
2013-08-15,ISI Group,Upgrade,Cautious,Neutral,CSCO
2013-05-13,FBR Capital,Upgrade,Underperform,Mkt Perform,CSCO
2013-03-21,FBR Capital,Downgrade,Mkt Perform,Underperform,CSCO
2013-03-12,Standpoint Research,Downgrade,Buy,Hold,CSCO
2013-02-14,Northland Capital,Initiated,,Outperform,CSCO
2013-01-14,Robert W. Baird,Upgrade,Neutral,Outperform,CSCO
2013-01-03,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,CSCO
2012-10-17,Cantor Fitzgerald,Downgrade,Buy,Hold,CSCO
2012-10-02,MKM Partners,Upgrade,Neutral,Buy,CSCO
2012-08-10,Needham,Initiated,,Hold,CSCO
2012-05-16,Barclays,Upgrade,Equal Weight,Overweight,CSCO
2012-02-09,MKM Partners,Downgrade,Buy,Neutral,CSCO
2012-02-09,ISI Group,Downgrade,Buy,Hold,CSCO
2012-01-20,FBR Capital,Initiated,,Mkt Perform,CSCO
2011-11-01,MKM Partners,Initiated,,Buy,CSCO
2011-10-27,UBS,Upgrade,Neutral,Buy,CSCO
2011-10-14,ISI Group,Initiated,,Buy,CSCO
2011-09-09,RBC Capital Mkts,Upgrade,Underperform,Sector Perform,CSCO
2011-05-12,Canaccord Genuity,Downgrade,Buy,Hold,CSCO
2011-05-12,Robert W. Baird,Downgrade,Outperform,Neutral,CSCO
2011-04-15,Auriga U.S.A,Downgrade,Buy,Hold,CSCO
2011-02-10,Stifel Nicolaus,Downgrade,Buy,Hold,CSCO
2011-02-07,Avian,Upgrade,Neutral,Positive,CSCO
2010-12-06,Oppenheimer,Upgrade,Perform,Outperform,CSCO
2010-11-15,Standpoint Research,Initiated,,Buy,CSCO
2010-11-11,Wunderlich,Downgrade,Buy,Hold,CSCO
2010-09-10,RBC Capital Mkts,Downgrade,Top Pick,Outperform,CSCO
2010-08-12,Oppenheimer,Downgrade,Outperform,Perform,CSCO
2010-07-08,Avondale,Initiated,,Mkt Outperform,CSCO
2010-06-24,Kaufman Bros,Initiated,,Buy,CSCO
2010-06-07,Auriga U.S.A,Upgrade,Hold,Buy,CSCO
2010-04-28,RBC Capital Mkts,Upgrade,Outperform,Top Pick,CSCO
2010-04-06,Wunderlich,Initiated,,Buy,CSCO
2009-12-14,BMO Capital Markets,Upgrade,Market Perform,Outperform,CSCO
2009-10-21,Wedbush Morgan,Upgrade,Neutral,Outperform,CSCO
2009-10-07,William Blair,Upgrade,Mkt Perform,Outperform,CSCO
2009-09-28,Barclays Capital,Upgrade,Equal Weight,Overweight,CSCO
2009-07-31,BMO Capital Markets,Initiated,,Market Perform,CSCO
2009-07-22,Robert W. Baird,Upgrade,Neutral,Outperform,CSCO
2009-07-20,Credit Suisse,Upgrade,Neutral,Outperform,CSCO
2009-07-15,Citigroup,Initiated,,Buy,CSCO
2009-07-02,Deutsche Securities,Initiated,,Buy,CSCO
2009-03-11,Wedbush Morgan,Initiated,,Hold,CSCO
2009-03-02,Argus,Upgrade,Hold,Buy,CSCO
2009-02-03,Stifel Nicolaus,Upgrade,Hold,Buy,CSCO
2009-01-12,AmTech Research,Downgrade,Buy,Neutral,CSCO
2008-11-21,William Blair,Initiated,,Mkt Perform,CSCO
2008-10-20,Morgan Keegan,Upgrade,Mkt Perform,Outperform,CSCO
2008-10-13,JMP Securities,Upgrade,Mkt Perform,Mkt Outperform,CSCO
2008-08-06,Pacific Growth Equities,Upgrade,Neutral,Buy,CSCO
2008-08-01,Morgan Keegan,Initiated,,Mkt Perform,CSCO
2008-07-16,Credit Suisse,Downgrade,Outperform,Neutral,CSCO
2008-07-15,Pacific Growth Equities,Initiated,,Neutral,CSCO
2008-04-18,Lazard Capital,Initiated,,Buy,CSCO
2008-04-04,Friedman Billings,Initiated,,Outperform,CSCO
2008-04-03,UBS,Downgrade,Buy,Neutral,CSCO
2008-02-21,Citigroup,Upgrade,Hold,Buy,CSCO
2008-02-07,JP Morgan,Downgrade,Overweight,Neutral,CSCO
2008-02-07,Robert W. Baird,Downgrade,Outperform,Neutral,CSCO
2007-11-07,Cowen & Co,Initiated,,Neutral,CSCO
2007-10-12,Wachovia,Initiated,,Outperform,CSCO
2007-08-08,Bear Stearns,Upgrade,Peer Perform,Outperform,CSCO
2007-03-22,Stifel Nicolaus,Initiated,,Hold,CSCO
2007-02-07,Robert W. Baird,Upgrade,Neutral,Outperform,CSCO
2007-02-02,AmTech Research,Initiated,,Buy,CSCO
2007-01-26,Citigroup,Downgrade,Buy,Hold,CSCO
2007-01-22,JMP Securities,Downgrade,Mkt Outperform,Mkt Perform,CSCO
2007-01-16,Prudential,Downgrade,Overweight,Neutral,CSCO
2007-01-16,Banc of America Sec,Downgrade,Buy,Neutral,CSCO
2006-11-09,UBS,Upgrade,Neutral,Buy,CSCO
2006-09-26,Jefferies & Co,Initiated,,Buy,CSCO
2006-09-22,Matrix Research,Downgrade,Buy,Hold,CSCO
2006-09-21,Piper Jaffray,Upgrade,Market Perform,Outperform,CSCO
2006-08-09,JMP Securities,Upgrade,Mkt Perform,Mkt Outperform,CSCO
2006-08-03,Robert W. Baird,Downgrade,Outperform,Neutral,CSCO
2006-08-01,Rochdale Securities,Upgrade,Sell,Hold,CSCO
2006-07-05,Matrix Research,Upgrade,Hold,Buy,CSCO
2006-02-08,Robert W. Baird,Upgrade,Neutral,Outperform,CSCO
2006-02-08,Oppenheimer,Upgrade,Neutral,Buy,CSCO
2006-01-31,Miller Johnson,Upgrade,Neutral,Buy,CSCO
2006-01-09,Prudential,Upgrade,Neutral,Overweight,CSCO
2005-12-07,JP Morgan,Upgrade,Neutral,Overweight,CSCO
2005-11-21,Oppenheimer,Downgrade,Buy,Neutral,CSCO
2005-11-08,Miller Johnson,Initiated,,Neutral,CSCO
2005-09-12,Prudential,Downgrade,Overweight,Neutral,CSCO
2005-09-06,Lehman Brothers,Upgrade,Equal-weight,Overweight,CSCO
2005-08-19,Deutsche Securities,Initiated,,Buy,CSCO
2005-07-14,JMP Securities,Downgrade,Mkt Outperform,Mkt Perform,CSCO
2005-05-11,Raymond James,Upgrade,Mkt Perform,Strong Buy,CSCO
2005-04-12,Merrill Lynch,Upgrade,Neutral,Buy,CSCO
2005-04-07,JMP Securities,Upgrade,Mkt Perform,Mkt Outperform,CSCO
2005-01-24,CSFB,Initiated,,Outperform,CSCO
2005-01-13,Piper Jaffray,Initiated,,Outperform,CSCO
2004-11-10,Buckingham Research,Downgrade,Strong Buy,Neutral,CSCO
2004-09-22,Deutsche Securities,Downgrade,Buy,Hold,CSCO
2004-09-17,Lehman Brothers,Downgrade,Overweight,Equal-weight,CSCO
2004-09-07,CIBC Wrld Mkts,Upgrade,Sector Perform,Sector Outperform,CSCO
2004-08-13,Morgan Stanley,Upgrade,Equal-weight,Overweight,CSCO
2004-08-11,Merrill Lynch,Downgrade,Buy,Neutral,CSCO
2004-08-11,UBS,Downgrade,Buy,Neutral,CSCO
2004-05-12,Oppenheimer,Upgrade,Neutral,Buy,CSCO
2004-04-28,RBC Capital Mkts,Initiated,,Outperform,CSCO
2004-03-23,Janney Mntgmy Scott,Upgrade,Hold,Buy,CSCO
2004-02-03,Bernstein,Upgrade,Underperform,Mkt Perform,CSCO
2004-01-28,Banc of America Sec,Initiated,,Buy,CSCO
2004-01-12,Merriman Curhan Ford,Downgrade,Buy,Neutral,CSCO
2004-01-12,Janney Mntgmy Scott,Downgrade,Buy,Hold,CSCO
2004-01-09,Fulcrum,Upgrade,Neutral,Buy,CSCO
2003-12-08,Legg Mason,Upgrade,Hold,Buy,CSCO
2003-12-04,Merrill Lynch,Upgrade,Neutral,Buy,CSCO
2003-11-06,Caris & Company,Upgrade,Above Average,Buy,CSCO
2003-11-06,CE Unterberg Towbin,Upgrade,LT Mkt Perforn,LT Buy,CSCO
2003-11-06,RBC Capital Mkts,Upgrade,Sector Perform,Outperform,CSCO
2003-11-06,USB Piper Jaffray,Upgrade,Market Perform,Outperform,CSCO
2003-09-24,Oppenheimer,Initiated,,Neutral,CSCO
2003-09-09,Deutsche Securities,Upgrade,Hold,Buy,CSCO
2003-09-04,Goldman Sachs,Upgrade,In-Line,Outperform,CSCO
2003-09-03,UBS,Upgrade,Neutral,Buy,CSCO
2003-08-07,Caris & Company,Upgrade,Average,Above Average,CSCO
2003-08-06,Robert W. Baird,Downgrade,Outperform,Neutral,CSCO
2003-08-06,Wachovia,Upgrade,Mkt Perform,Outperform,CSCO
2003-08-04,SG Cowen,Upgrade,Outperform,Strong Buy,CSCO
2003-07-02,Buckingham Research,Upgrade,Accumulate,Strong Buy,CSCO
2003-06-24,Soundview Technology,Downgrade,Outperform,Neutral,CSCO
2003-05-21,Deutsche Securities,Downgrade,Buy,Hold,CSCO
2003-05-13,Bernstein,Downgrade,Mkt Perform,Underperform,CSCO
2003-05-12,Lehman Brothers,Upgrade,Equal-weight,Overweight,CSCO
2003-05-08,Goldman Sachs,Initiated,,In-Line,CSCO
2003-05-07,Prudential,Initiated,,Buy,CSCO
2003-04-09,USB Piper Jaffray,Initiated,,Market Perform,CSCO
2003-03-28,Sanders Morris Harris,Initiated,,Buy,CSCO
2003-03-26,JMP Securities,Initiated,,Mkt Perform,CSCO
2003-03-11,Credit Lyonnais Sec,Upgrade,Reduce,Hold,CSCO
2003-01-14,Robert W. Baird,Initiated,,Outperform,CSCO
2002-12-02,RBC Capital Mkts,Downgrade,Outperform,Sector Perform,CSCO
2002-11-27,CSFB,Initiated,,Outperform,CSCO
2002-11-26,JP Morgan,Initiated,,Overweight,CSCO
2002-11-25,UBS Warburg,Downgrade,Buy,Hold,CSCO
2002-11-22,Fulcrum,Downgrade,Neutral,Sell,CSCO
2002-11-19,Legg Mason,Initiated,,Hold,CSCO
2002-11-14,Needham & Co,Downgrade,Strong Buy,Buy,CSCO
2002-10-29,CE Unterberg Towbin,Downgrade,ST Buy,ST Mkt Perform,CSCO
2002-10-28,Morgan Stanley,Downgrade,Overweight,Equal-weight,CSCO
2002-10-09,Needham & Co,Upgrade,Buy,Strong Buy,CSCO
2002-10-03,CE Unterberg Towbin,Upgrade,ST Mkt Perform,ST Buy,CSCO
2002-08-20,Dresdner Klnwrt Wass,Downgrade,Hold,Sell,CSCO
2002-08-13,Pacific Growth Equities,Initiated,,Equal Weight,CSCO
2002-08-05,Credit Lyonnais Sec,Initiated,,Hold,CSCO
2002-07-31,Buckingham Research,Downgrade,Accumulate,Neutral,CSCO
2002-07-25,Dresdner Klnwrt Wass,Upgrade,Sell,Hold,CSCO
2002-07-10,Merrill Lynch,Upgrade,NT Buy,NT Strong Buy,CSCO
2002-06-21,Banc of America Sec,Downgrade,Strong Buy,Buy,CSCO
2002-06-10,Bear Stearns,Initiated,,Neutral,CSCO
2002-05-29,Dresdner Klnwrt Wass,Downgrade,Hold,Sell,CSCO
2002-05-24,Prudential,Initiated,,Buy,CSCO
2002-05-08,AG Edwards,Upgrade,Buy,Strong Buy,CSCO
2002-05-08,Fulcrum,Initiated,,Buy,CSCO
2002-04-24,Dresdner Klnwrt Wass,Upgrade,Sell,Hold,CSCO
2002-04-10,Needham & Co,Upgrade,Hold,Buy,CSCO
2002-04-01,Banc of America Sec,Upgrade,Buy,Strong Buy,CSCO
2002-03-19,Frost Securities,Initiated,,Mkt Perform,CSCO
2002-02-22,Goldman Sachs,Initiated,,Mkt Outperform,CSCO
2002-02-08,Buckingham Research,Upgrade,Accumulate,Strong Buy,CSCO
2002-02-07,SoundView Technology,Upgrade,Buy,Strong Buy,CSCO
2002-02-07,Dresdner Klnwrt Wass,Downgrade,Reduce,Sell,CSCO
2002-02-04,Buckingham Research,Upgrade,Neutral,Accumulate,CSCO
2002-01-24,USB Piper Jaffray,Initiated,,Market Perform,CSCO
2002-01-18,Deutsche Bc Alex. Br,Initiated,,Buy,CSCO
2001-12-05,WF Van Kasper,Downgrade,Strong Buy,Buy,CSCO
2001-11-19,Buckingham Research,Downgrade,Accumulate,Neutral,CSCO
2001-11-16,Needham & Co,Downgrade,Buy,Hold,CSCO
2001-11-06,Lehman Brothers,Upgrade,Buy,Strong Buy,CSCO
2001-11-06,ABN AMRO,Upgrade,Add,Buy,CSCO
2001-11-06,FAC/Eqts First Albany,Upgrade,Neutral,Buy,CSCO
2001-10-29,AG Edwards,Downgrade,Strong Buy,Buy,CSCO
2001-10-15,Needham & Co,Downgrade,Strong Buy,Buy,CSCO
2001-10-04,CE Unterberg Towbin,Upgrade,Buy,Strong Buy,CSCO
2001-10-04,Buckingham Research,Upgrade,Neutral,Accumulate,CSCO
2001-10-03,Buckingham Research,Upgrade,Neutral,Accumulate,CSCO
2001-09-24,Needham & Co,Upgrade,Hold,Strong Buy,CSCO
2001-09-20,SoundView Technology,Initiated,,Buy,CSCO
2001-08-24,WF Van Kasper,Upgrade,Buy,Strong Buy,CSCO
2001-08-08,Needham & Co,Downgrade,Buy,Hold,CSCO
2001-08-08,CIBC Wrld Mkts,Upgrade,Hold,Buy,CSCO
2001-07-30,Dresdner Klnwrt Wass,Downgrade,Hold,Reduce,CSCO
2001-07-23,UBS Warburg,Upgrade,Hold,Buy,CSCO
2001-05-29,Thomas Weisel,Initiated,,Buy,CSCO
2001-05-09,First Union Sec,Downgrade,Buy,Mkt Perform,CSCO
2001-05-08,Gruntal & Co,Downgrade,LT Outperformer,LT Mkt Performer,CSCO
2001-05-08,Mrgn Stnly,Upgrade,Neutral,Outperform,CSCO
2001-05-04,Lazard Freres,Initiated,,Underperform,CSCO
2001-04-25,UBS Warburg,Downgrade,Buy,Hold,CSCO
2001-04-25,First Union Sec,Downgrade,Strong Buy,Buy,CSCO
2001-04-16,Needham & Co,Downgrade,Strong Buy,Buy,CSCO
2001-04-02,Buckingham Research,Initiated,,Neutral,CSCO
2001-03-30,Needham & Co,Upgrade,Buy,Strong Buy,CSCO
2001-03-13,Needham & Co,Upgrade,Hold,Buy,CSCO
2001-03-12,Robertson Stephens,Downgrade,LT Attractive,Mkt Performer,CSCO
2001-03-12,FAC/Eqts First Albany,Downgrade,Buy,Neutral,CSCO
